row,block,plot,treatment,S,Snative,Bromus.diandrus.dominant,year,years.raked,winter_total_ry,winter_mean_ry,fall_total_ry,fall_mean_ry,total_rain_ry,prior_winter_total_ry,prior_winter_mean_ry,prior_fall_total_ry,prior_fall_mean_ry,prior_total_rain_ry
g,5,u,c,3,1,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
g,5,l,u,1,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,1,u,u,2,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,1,l,c,3,1,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,2,u,c,3,1,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,2,l,c,2,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,3,u,u,3,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,3,l,u,3,0,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,4,u,c,2,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,4,l,c,3,0,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,5,u,u,5,1,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
h,5,l,u,2,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,1,u,c,3,0,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,1,l,u,3,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,2,u,u,3,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,2,l,c,3,1,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,3,u,c,3,0,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,3,l,u,3,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,4,u,u,3,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,4,l,c,6,1,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,5,u,c,6,1,0,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
i,5,l,u,2,0,1,2009,5,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65,0,0,0,0,0
a,1,u,c,10,6,0,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,1,l,u,3,2,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,2,u,u,3,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,2,l,c,7,3,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,3,u,c,5,3,0,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,3,l,u,2,1,0,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,4,u,u,4,2,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,4,l,c,4,2,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,5,u,c,3,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,5,l,u,2,0,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,6,u,u,2,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,6,l,c,4,2,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,7,u,c,4,2,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,7,l,u,4,2,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,8,u,u,2,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,8,l,c,3,2,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,9,u,c,2,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,9,l,u,1,0,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,10,u,u,1,0,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
a,10,l,c,3,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
b,1,u,u,3,2,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
b,1,l,c,3,2,0,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
b,2,u,c,2,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
b,2,l,u,3,2,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
b,3,u,u,3,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
b,3,l,c,3,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
b,4,u,c,3,1,0,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
b,4,l,u,2,1,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
b,5,u,u,1,0,1,2010,6,8.31,2.0775,2.39,0.7966666666666667,10.700000000000001,3.04,0.76,3.6100000000000003,1.2033333333333334,6.65
